technique_id,name,phases,platforms,permissions
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows",User
T1590,Gather Victim Network Information,reconnaissance,PRE,None
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS",User
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,Office 365,SaaS,Google Workspace",User
T1574.010,Services File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User"
T1547.001,Registry Run Keys / Startup Folder,"persistence,privilege-escalation",Windows,"Administrator,User"
T1199,Trusted Relationship,initial-access,"Windows,SaaS,IaaS,Linux,macOS,Office 365",None
T1136.003,Cloud Account,persistence,"Azure AD,Office 365,IaaS,Google Workspace,SaaS",None
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",None
T1593,Search Open Websites/Domains,reconnaissance,PRE,None
T1098,Account Manipulation,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace,SaaS",None
T1048,Exfiltration Over Alternative Protocol,exfiltration,"Linux,macOS,Windows",None
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",root
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows,Linux",User
T1588.002,Tool,resource-development,PRE,None
T1052.001,Exfiltration over USB,exfiltration,"Linux,macOS,Windows",None
T1574.013,KernelCallbackTable,"persistence,privilege-escalation,defense-evasion",Windows,None
T1597,Search Closed Sources,reconnaissance,PRE,None
T1053.006,Systemd Timers,"execution,persistence,privilege-escalation",Linux,"User,root"
T1566,Phishing,initial-access,"Linux,macOS,Windows,SaaS,Office 365,Google Workspace",None
T1542.004,ROMMONkit,"defense-evasion,persistence",Network,Administrator
T1218.001,Compiled HTML File,defense-evasion,Windows,User
T1070.005,Network Share Connection Removal,defense-evasion,Windows,"Administrator,User"
T1090.003,Multi-hop Proxy,command-and-control,"Linux,macOS,Windows,Network",None
T1110,Brute Force,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers,Network",None
T1059.004,Unix Shell,execution,"macOS,Linux","User,root"
T1137.003,Outlook Forms,persistence,"Windows,Office 365","Administrator,User"
T1562.001,Disable or Modify Tools,defense-evasion,"Windows,macOS,Linux,Containers,IaaS",None
T1565,Data Manipulation,impact,"Linux,macOS,Windows",None
T1559,Inter-Process Communication,execution,"Windows,macOS,Linux","Administrator,User,SYSTEM"
T1001,Data Obfuscation,command-and-control,"Linux,macOS,Windows",None
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",None
T1584.006,Web Services,resource-development,PRE,None
T1601,Modify System Image,defense-evasion,Network,Administrator
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",None
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",None
T1204.003,Malicious Image,execution,"IaaS,Containers",User
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers,Network","User,Administrator"
T1571,Non-Standard Port,command-and-control,"Linux,macOS,Windows",None
T1585.001,Social Media Accounts,resource-development,PRE,None
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,User
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Linux,macOS,Windows,Containers",User
T1564.009,Resource Forking,defense-evasion,macOS,None
T1531,Account Access Removal,impact,"Linux,macOS,Windows,Office 365,SaaS",None
T1110.004,Credential Stuffing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User
T1027,Obfuscated Files or Information,defense-evasion,"Linux,macOS,Windows",None
T1556.006,Multi-Factor Authentication,"credential-access,defense-evasion,persistence","Windows,Azure AD,Office 365,SaaS,IaaS,Google Workspace,Linux,macOS",None
T1114.002,Remote Email Collection,collection,"Office 365,Windows,Google Workspace",None
T1505.004,IIS Components,persistence,Windows,"Administrator,SYSTEM"
T1036.001,Invalid Code Signature,defense-evasion,"macOS,Windows",None
T1564.006,Run Virtual Instance,defense-evasion,"Linux,macOS,Windows",User
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS,IaaS,Network",None
T1546,Event Triggered Execution,"privilege-escalation,persistence","Linux,macOS,Windows,SaaS,IaaS,Office 365",None
T1546.004,Unix Shell Configuration Modification,"privilege-escalation,persistence","Linux,macOS","User,Administrator"
T1187,Forced Authentication,credential-access,Windows,User
T1134.005,SID-History Injection,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM"
T1599,Network Boundary Bridging,defense-evasion,Network,None
T1486,Data Encrypted for Impact,impact,"Linux,macOS,Windows,IaaS",None
T1553,Subvert Trust Controls,defense-evasion,"Windows,macOS,Linux",None
T1548.004,Elevated Execution with Prompt,"privilege-escalation,defense-evasion",macOS,"Administrator,User"
T1592.003,Firmware,reconnaissance,PRE,None
T1573,Encrypted Channel,command-and-control,"Linux,macOS,Windows",None
T1547.002,Authentication Package,"persistence,privilege-escalation",Windows,Administrator
T1218.010,Regsvr32,defense-evasion,Windows,"Administrator,User"
T1592.002,Software,reconnaissance,PRE,None
T1056,Input Capture,"collection,credential-access","Linux,macOS,Windows,Network","Administrator,SYSTEM,root,User"
T1587.004,Exploits,resource-development,PRE,None
T1593.001,Social Media,reconnaissance,PRE,None
T1546.015,Component Object Model Hijacking,"privilege-escalation,persistence",Windows,User
T1589.001,Credentials,reconnaissance,PRE,None
T1195.002,Compromise Software Supply Chain,initial-access,"Linux,macOS,Windows",None
T1036.003,Rename System Utilities,defense-evasion,"Linux,macOS,Windows",None
T1102.002,Bidirectional Communication,command-and-control,"Linux,macOS,Windows",User
T1203,Exploitation for Client Execution,execution,"Linux,Windows,macOS",None
T1595.003,Wordlist Scanning,reconnaissance,PRE,None
T1137.004,Outlook Home Page,persistence,"Windows,Office 365","Administrator,User"
T1573.002,Asymmetric Cryptography,command-and-control,"Linux,macOS,Windows",None
T1567.002,Exfiltration to Cloud Storage,exfiltration,"Linux,macOS,Windows",None
T1570,Lateral Tool Transfer,lateral-movement,"Linux,macOS,Windows",None
T1574.009,Path Interception by Unquoted Path,"persistence,privilege-escalation,defense-evasion",Windows,None
T1608.003,Install Digital Certificate,resource-development,PRE,None
T1037.005,Startup Items,"persistence,privilege-escalation",macOS,Administrator
T1614.001,System Language Discovery,discovery,"Windows,Linux,macOS",User
T1095,Non-Application Layer Protocol,command-and-control,"Windows,Linux,macOS,Network",None
T1027.003,Steganography,defense-evasion,"Linux,macOS,Windows",None
T1584.002,DNS Server,resource-development,PRE,None
T1001.003,Protocol Impersonation,command-and-control,"Linux,Windows,macOS",None
T1012,Query Registry,discovery,Windows,"User,Administrator,SYSTEM"
T1030,Data Transfer Size Limits,exfiltration,"Linux,macOS,Windows",None
T1550.004,Web Session Cookie,"defense-evasion,lateral-movement","Office 365,SaaS,Google Workspace,IaaS",None
T1078.002,Domain Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows","User,Administrator"
T1218.009,Regsvcs/Regasm,defense-evasion,Windows,"User,Administrator"
T1553.004,Install Root Certificate,defense-evasion,"Linux,macOS,Windows","Administrator,User"
T1037.003,Network Logon Script,"persistence,privilege-escalation",Windows,None
T1499,Endpoint Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",None
T1027.004,Compile After Delivery,defense-evasion,"Linux,macOS,Windows",User
T1614,System Location Discovery,discovery,"Windows,Linux,macOS,IaaS",User
T1564.007,VBA Stomping,defense-evasion,"Linux,Windows,macOS",User
T1197,BITS Jobs,"defense-evasion,persistence",Windows,None
T1127.001,MSBuild,defense-evasion,Windows,None
T1090.004,Domain Fronting,command-and-control,"Linux,macOS,Windows",None
T1557.002,ARP Cache Poisoning,"credential-access,collection","Linux,Windows,macOS",None
T1562.008,Disable Cloud Logs,defense-evasion,IaaS,User
T1518.001,Security Software Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",None
T1564.003,Hidden Window,defense-evasion,"macOS,Windows,Linux",User
T1059.006,Python,execution,"Linux,Windows,macOS","Administrator,SYSTEM,root"
T1591.004,Identify Roles,reconnaissance,PRE,None
T1132,Data Encoding,command-and-control,"Linux,macOS,Windows",User
T1546.010,AppInit DLLs,"privilege-escalation,persistence",Windows,Administrator
T1598,Phishing for Information,reconnaissance,PRE,None
T1496,Resource Hijacking,impact,"Windows,IaaS,Linux,macOS,Containers",None
T1585,Establish Accounts,resource-development,PRE,None
T1588,Obtain Capabilities,resource-development,PRE,None
T1546.002,Screensaver,"privilege-escalation,persistence",Windows,User
T1578.002,Create Cloud Instance,defense-evasion,IaaS,User
T1213.003,Code Repositories,collection,SaaS,None
T1565.002,Transmitted Data Manipulation,impact,"Linux,macOS,Windows",None
T1003.008,/etc/passwd and /etc/shadow,credential-access,Linux,root
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,"Administrator,User"
T1569,System Services,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM,root"
T1059.003,Windows Command Shell,execution,Windows,User
T1055.009,Proc Memory,"defense-evasion,privilege-escalation",Linux,None
T1601.001,Patch System Image,defense-evasion,Network,Administrator
T1558.002,Silver Ticket,credential-access,Windows,User
T1213,Data from Information Repositories,collection,"Linux,Windows,macOS,SaaS,Office 365,Google Workspace,IaaS",None
T1070.009,Clear Persistence,defense-evasion,"Linux,macOS,Windows",None
T1555.004,Windows Credential Manager,credential-access,Windows,None
T1200,Hardware Additions,initial-access,"Windows,Linux,macOS",None
T1505,Server Software Component,persistence,"Windows,Linux,macOS,Network",None
T1485,Data Destruction,impact,"Windows,IaaS,Linux,macOS","User,Administrator,root,SYSTEM"
T1132.002,Non-Standard Encoding,command-and-control,"Linux,macOS,Windows",User
T1556.001,Domain Controller Authentication,"credential-access,defense-evasion,persistence",Windows,Administrator
T1537,Transfer Data to Cloud Account,exfiltration,IaaS,None
T1027.006,HTML Smuggling,defense-evasion,"Windows,Linux,macOS",None
T1556.005,Reversible Encryption,"credential-access,defense-evasion,persistence",Windows,"User,Administrator"
T1070.004,File Deletion,defense-evasion,"Linux,macOS,Windows",None
T1189,Drive-by Compromise,initial-access,"Windows,Linux,macOS,SaaS",User
T1498,Network Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",None
T1546.016,Installer Packages,"privilege-escalation,persistence","Linux,macOS,Windows",User
T1595.001,Scanning IP Blocks,reconnaissance,PRE,None
T1221,Template Injection,defense-evasion,Windows,User
T1037.004,RC Scripts,"persistence,privilege-escalation","macOS,Linux",root
T1134,Access Token Manipulation,"defense-evasion,privilege-escalation",Windows,"User,Administrator"
T1111,Multi-Factor Authentication Interception,credential-access,"Linux,Windows,macOS",None
T1027.002,Software Packing,defense-evasion,"macOS,Windows,Linux",None
T1584.007,Serverless,resource-development,PRE,None
T1071.001,Web Protocols,command-and-control,"Linux,macOS,Windows",None
T1059.005,Visual Basic,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM"
T1564.005,Hidden File System,defense-evasion,"Linux,macOS,Windows","User,Administrator"
T1543.002,Systemd Service,"persistence,privilege-escalation",Linux,"User,root"
T1563.002,RDP Hijacking,lateral-movement,Windows,SYSTEM
T1136,Create Account,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace",Administrator
T1547.013,XDG Autostart Entries,"persistence,privilege-escalation",Linux,"User,root"
T1584.004,Server,resource-development,PRE,None
T1526,Cloud Service Discovery,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User
T1018,Remote System Discovery,discovery,"Linux,macOS,Windows,Network",None
T1046,Network Service Discovery,discovery,"Windows,IaaS,Linux,macOS,Containers,Network",None
T1590.001,Domain Properties,reconnaissance,PRE,None
T1518,Software Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace","User,Administrator"
T1538,Cloud Service Dashboard,discovery,"Azure AD,Office 365,IaaS,Google Workspace",User
T1055.005,Thread Local Storage,"defense-evasion,privilege-escalation",Windows,None
T1622,Debugger Evasion,"defense-evasion,discovery","Windows,Linux,macOS",None
T1036.006,Space after Filename,defense-evasion,"Linux,macOS",User
T1547.007,Re-opened Applications,"persistence,privilege-escalation",macOS,User
T1608.006,SEO Poisoning,resource-development,PRE,None
T1550.002,Pass the Hash,"defense-evasion,lateral-movement",Windows,None
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",None
T1574.002,DLL Side-Loading,"persistence,privilege-escalation,defense-evasion",Windows,None
T1105,Ingress Tool Transfer,command-and-control,"Linux,macOS,Windows",None
T1098.002,Additional Email Delegate Permissions,persistence,"Windows,Office 365,Google Workspace",None
T1588.003,Code Signing Certificates,resource-development,PRE,None
T1648,Serverless Execution,execution,"SaaS,IaaS,Office 365",None
T1055.008,Ptrace System Calls,"defense-evasion,privilege-escalation",Linux,None
T1027.007,Dynamic API Resolution,defense-evasion,Windows,None
T1021.001,Remote Desktop Protocol,lateral-movement,Windows,"Remote Desktop Users,User"
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,None
T1055.015,ListPlanting,"defense-evasion,privilege-escalation",Windows,User
T1484,Domain Policy Modification,"defense-evasion,privilege-escalation","Windows,Azure AD","Administrator,User"
T1220,XSL Script Processing,defense-evasion,Windows,None
T1596.005,Scan Databases,reconnaissance,PRE,None
T1564.001,Hidden Files and Directories,defense-evasion,"Windows,macOS,Linux",User
T1578.001,Create Snapshot,defense-evasion,IaaS,User
T1591.001,Determine Physical Locations,reconnaissance,PRE,None
T1137.002,Office Test,persistence,"Windows,Office 365","Administrator,User"
T1587,Develop Capabilities,resource-development,PRE,None
T1003.003,NTDS,credential-access,Windows,Administrator
T1602.001,SNMP (MIB Dump),collection,Network,Administrator
T1001.002,Steganography,command-and-control,"Linux,macOS,Windows",None
T1204.001,Malicious Link,execution,"Linux,macOS,Windows",User
T1550.001,Application Access Token,"defense-evasion,lateral-movement","Office 365,SaaS,Google Workspace,Containers,IaaS,Azure AD",None
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1569.002,Service Execution,execution,Windows,"Administrator,SYSTEM"
T1078.004,Cloud Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Azure AD,Office 365,SaaS,IaaS,Google Workspace","User,Administrator"
T1480.001,Environmental Keying,defense-evasion,"Linux,macOS,Windows",None
T1008,Fallback Channels,command-and-control,"Linux,Windows,macOS",None
T1564.004,NTFS File Attributes,defense-evasion,Windows,None
